x86 inductor b16,x86 inductor b32,x86 inductor b64,x86 inductor b128,x86 inductor b256,x86 inductor b512,x86 inductor b1024,x86 inductor b2048,x86 inductor b4096
55984249,56151603,57013934,56068871,57845089,56747987,58576433,59504228,60319824
58389514,57412333,57163117,57717520,57987733,56895605,58226534,59329819,61934050
56664625,57807728,97286161,57690226,58079693,56488698,58610791,59613958,60995802
57806945,56213250,91889841,57805915,58341219,56115628,58572930,60618179,60933741
57107225,59100477,86304343,57814029,58145033,56762038,58029278,58788996,60559020
58719680,58751300,69187350,59762599,58222542,56888678,58467538,59248854,60073536
57468131,59523523,60279895,60087540,58105479,56616482,58522211,59632958,62254062
58007583,59877250,57298623,60343989,57931566,56672619,57966443,59254619,60056272
57540375,68037931,57050798,60238016,57816240,56917630,58815653,58928074,59555071
57734264,59219252,56227871,57778834,57844456,56453732,58902844,60484062,61856547
57367170,59250313,57459215,58256510,58279366,56221618,58425122,61441379,102682668
57202601,58886212,56704452,57577185,57989809,57071982,58450022,59271299,86493160
56927192,61258427,56141550,58001266,58178823,56643990,58683811,60719180,65250538
56814194,58588228,56033227,57423969,57981044,56556124,59889437,60876973,62484425
57186729,57548756,57125274,56938603,58077191,56461194,60135715,59834398,61599422
56010822,57671425,57597709,57099927,57871514,57011643,60570488,59320123,61982363
57525406,57611963,57020766,57132316,58047116,56528175,59454012,59539810,63092834
57158505,58605859,56908491,57615722,58319414,56819078,59017061,59152534,67943053
56640453,56428178,56615722,57937569,58098010,56684528,58602820,59494100,64815061
56769471,56917061,58943272,58175407,58597027,57044872,58661008,59143680,64548872
56618409,56958615,59815341,57804823,58092889,56546605,58710906,59432297,64127030
57396072,56483886,57109751,57708740,57344214,56797455,59161246,59479518,65705036
56854803,56639836,57711215,57684713,57850109,56939825,58841972,60218339,64514904
57041211,57435134,57187981,57311225,58110327,56754601,59551348,59504337,63751860
56968990,56733310,56943436,57227553,58349665,57329738,58949258,59500120,63542635
55732832,58996134,56727469,58096948,57321835,56564654,58999187,59253458,64867086
56066374,58908348,57433354,58053374,57126075,56583852,59622411,59401222,64339105
57635613,56829004,57098797,57907452,56606257,57082031,59544916,59478251,63911158
56901775,56994819,56825128,58319036,56266057,56971821,59164323,59399071,63865985
56922629,56711892,58905034,56033658,56970342,56819803,59277057,59491383,65866870
56665125,57642728,58827818,56973592,59749028,56582724,59307870,60337337,63883464
57811968,56421910,59033187,57911561,59853928,57192565,59202370,65330676,64915384
57069380,56535029,58839549,57163643,59863340,56622395,60692343,58537385,65652351
56753846,58676475,60245703,56823077,74602902,57154067,61232196,58277328,67993598
56730721,58247417,60059668,57071429,73294032,56493453,59562473,57738904,68144814
57375268,57855978,60441022,57109756,63002941,56857474,58623376,63685166,65094630
55715871,57794350,60045439,56719478,60798577,56547531,58749114,63360618,62917804
56359589,57256036,57511041,57009230,61485639,56860675,58602572,62844246,61990317
57511389,56914617,58416227,57095811,88348906,57437209,60027521,80757587,63712810
56632580,58139854,59785091,56988823,60635167,56546833,61018185,94558332,62500712
57448152,56826638,59508005,58692123,61335639,56905811,59758429,95193799,63496418
