b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192
199662,250421,298921,437623,600803,1111578,3188892,23753354,12135280,23516861
215835,293145,297020,429292,573392,1097033,5109632,8150882,12059203,22114474
219290,263084,753150,475818,627955,957391,2056195,8499720,12193403,23541404
217222,279437,568762,447540,589186,1507484,1787059,8231428,12338874,22021201
201653,272595,574811,440642,632319,989292,2398076,7703726,12017563,28812087
204203,281505,312886,417114,567127,1166886,1702336,7890005,12240271,22244393
207993,272452,328623,421332,564348,964212,1648718,5860295,10884453,23250993
207931,276375,296016,452209,580459,2098065,1771864,9210110,12437416,21682849
197605,275116,329098,417036,622655,1056805,4755097,8798144,11539539,23622567
205774,252896,307772,410333,614293,1323198,1729722,7832559,12463763,22759988
189710,246093,314579,419468,618314,931376,1784141,8217329,10964165,16531021
217577,374781,296505,376501,576491,1178671,2576840,6277068,12313983,22406673
213928,324795,316335,466494,603668,1817501,6865130,8508456,11418816,22955264
206603,260875,306038,416222,580707,1096863,4754249,8277489,12170509,22350648
357990,247795,318565,415119,645833,2707876,2093095,8269610,10659001,22596414
210391,295667,299349,416425,601499,2754493,1842118,18328064,11518710,22109883
210240,286693,378931,451017,613953,1323360,2522533,7566523,13080329,22973441
212929,293378,312731,431691,625783,1860418,1821362,16706513,11242268,22088796
200727,295130,315389,417166,601519,1118585,1804288,7468445,13237708,23144479
210210,330473,302293,439961,652645,2572843,4607799,8406118,10042905,22890716
